Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd,cleaned_text,text_length,sentiment,sentiment_score,sentiment_numeric
10,45409499927,5,1.0,,0,0,0,2023-03-18,this product is a bit pricey but after using one scoop i figured this will take a LONG time to use up the whole container. it smells so good and the container is so cute.,so nourishing,,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,this product is a bit pricey but after using one scoop i figured this will take a LONG time to use up the whole container. it smells so good and the container is so cute.,170,POSITIVE,0.9996190071105957,1
11,37554855017,5,1.0,,0,0,0,2023-03-18,I use this every night and morning and it works wonders! This never fails to make my lips super hydrated! The tint and shine to it makes it even a great lip gloss during the day!,Worth the hype,fair,green,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I use this every night and morning and it works wonders! This never fails to make my lips super hydrated! The tint and shine to it makes it even a great lip gloss during the day!,178,POSITIVE,0.9998536109924316,1
12,21858073785,4,1.0,,0,0,0,2023-03-17,A little goes a long way. Love the fragrance and works great as a night lip mask. Only reason I gave it 4 stars is because of the price.,,light,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,A little goes a long way. Love the fragrance and works great as a night lip mask. Only reason I gave it 4 stars is because of the price.,136,POSITIVE,0.9989650249481201,1
13,22249699172,1,0.0,0.4444440007209778,9,5,4,2023-03-17,Honestly I was so excited when I got this in the mail. But unfortunately it is not worth the hype :( I have boughten two of these full size and I went through them so quickly. The ingredients are not very clean and this product made my lips so dry. I wanted to like this product so bad as it’s so cute and smells nice. But unfortunately it is a hard pass for me. I will be sticking to my vaseline and aquaphor for now :/,I WISHED I LOVED THIS (not clean ingredients),,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Honestly I was so excited when I got this in the mail. But unfortunately it is not worth the hype I have boughten two of these full size and I went through them so quickly. The ingredients are not very clean and this product made my lips so dry. I wanted to like this product so bad as it s so cute and smells nice. But unfortunately it is a hard pass for me. I will be sticking to my vaseline and aquaphor for now,414,NEGATIVE,0.9988981485366821,-1
14,1216391002,3,0.0,,0,0,0,2023-03-16,Does the gummy bear mask smell absolutely delicious?! Yes. Does it do much for my lips overnight? Nope. They are dry and a little chapped in the morning. I honestly have better luck with my vaseline lip therapy but I am still keeping the Laneige to use as a daily balm.,Just meh,fair,blue,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Does the gummy bear mask smell absolutely delicious?! Yes. Does it do much for my lips overnight? Nope. They are dry and a little chapped in the morning. I honestly have better luck with my vaseline lip therapy but I am still keeping the Laneige to use as a daily balm.,269,POSITIVE,0.7157679200172424,1
15,45004161653,5,1.0,,0,0,0,2023-03-16,"I just got this a few days ago, it’s amazing! I love the berry scent ! It’s very hydrating and my lips are so smooth and glossy . My lips are always chapped and dry this has really helped!",A definite must have ( totally worth the $24),lightMedium,hazel,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I just got this a few days ago, it s amazing! I love the berry scent ! It s very hydrating and my lips are so smooth and glossy . My lips are always chapped and dry this has really helped!",188,POSITIVE,0.9997850060462952,1
16,33602438124,5,1.0,,0,0,0,2023-03-16,i love how hydrating this makes my lips feel! perfect for an overnight lip mask or just a gloss as well! lasts forever,love,lightMedium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,i love how hydrating this makes my lips feel! perfect for an overnight lip mask or just a gloss as well! lasts forever,118,POSITIVE,0.9993425011634827,1
17,33049388574,3,1.0,,0,0,0,2023-03-15,It’s super glossy and looks amazing but doesn’t last very long after use.,,lightMedium,hazel,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,It s super glossy and looks amazing but doesn t last very long after use.,73,NEGATIVE,0.7975757122039795,-1
18,43349462775,5,1.0,,0,0,0,2023-03-15,"i have used this for about almost a year, and my lips are so soft once i use this! not only do i use it at night, but just when i need a quick moisturizing pick up for my lips :)",holy grail for lips!,light,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"i have used this for about almost a year, and my lips are so soft once i use this! not only do i use it at night, but just when i need a quick moisturizing pick up for my lips",175,POSITIVE,0.9898456335067749,1
19,23003625295,5,1.0,,0,0,0,2023-03-15,"I have this in every colour except for sweet candy which will be my next purchase but I got the kit with the 5 minis for christmas and I honestly love these so much, I wake up and my lips are instantly smooth, I can also use it as a lipgloss and it’s honestly my favourite lip product ever.",A MUST,fair,blue,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I have this in every colour except for sweet candy which will be my next purchase but I got the kit with the 5 minis for christmas and I honestly love these so much, I wake up and my lips are instantly smooth, I can also use it as a lipgloss and it s honestly my favourite lip product ever.",290,POSITIVE,0.9997792840003967,1
20,22076782315,2,0.0,0.0,1,1,0,2023-03-15,There’s nothing wrong with it but i think it was overhyped on tiktok. It actually made my lips a little dry.,"Not cruelty free, overhyped on tiktok.",light,blue,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,There s nothing wrong with it but i think it was overhyped on tiktok. It actually made my lips a little dry.,108,NEGATIVE,0.9977746605873108,-1
21,46007186639,1,0.0,0.7272729873657227,11,3,8,2023-03-14,Just like  Aquaphor just get something cheaper it’s just overrated. It’s good but they also animal test. ￼,Overrated!,fair,blue,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Just like Aquaphor just get something cheaper it s just overrated. It s good but they also animal test.,103,POSITIVE,0.9594791531562805,1
22,47136208213,5,1.0,1.0,2,0,2,2023-03-14,I just started using it but from the first night my lips felt way better. The next morning they even looked fuller which I’m not sure if that’s the intention but still! And the berry smell is so good!,,lightMedium,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I just started using it but from the first night my lips felt way better. The next morning they even looked fuller which I m not sure if that s the intention but still! And the berry smell is so good!,200,POSITIVE,0.9997157454490662,1
23,27004084356,5,1.0,1.0,3,0,3,2023-03-14,This lip balm is the best I ever had. It works. It hydrates and last long. It has everything you need in a balm. It even has a little spatula that you can use to scoop the product easily and cleanly.,,light,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,This lip balm is the best I ever had. It works. It hydrates and last long. It has everything you need in a balm. It even has a little spatula that you can use to scoop the product easily and cleanly.,199,POSITIVE,0.9960649609565735,1
24,5392684203,2,0.0,1.0,1,0,1,2023-03-14,"Not worth the hype. My lips are still dry after using this product nightly,  had much better results with the Ilia Lip Wrap, and it’s a cleaner product.","Toxic ingredients, not effective",medium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Not worth the hype. My lips are still dry after using this product nightly, had much better results with the Ilia Lip Wrap, and it s a cleaner product.",151,NEGATIVE,0.9995254278182983,-1
25,47411662117,5,1.0,1.0,2,0,2,2023-03-14,Super hydrating and smells really good unlike certain lip masks,hydrating af!!!,fair,brown,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Super hydrating and smells really good unlike certain lip masks,63,POSITIVE,0.999489426612854,1
26,35214181931,4,1.0,1.0,1,0,1,2023-03-13,i love this product!! it leaves my lips so hydrated and the colour is immaculate,definitely repurchasing,notSureST,green,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,i love this product!! it leaves my lips so hydrated and the colour is immaculate,80,POSITIVE,0.999862790107727,1
27,45410685663,1,0.0,1.0,5,0,5,2023-03-13,i really tried to love this ☹️ i wore it to sleep every night for a month but every time i woke up with lips chapped and peeling.overhyped and not worth the money- just use vasaline,overrated and drying 😵‍💫,fair,brown,normal,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,i really tried to love this i wore it to sleep every night for a month but every time i woke up with lips chapped and peeling.overhyped and not worth the money- just use vasaline,178,NEGATIVE,0.9992703795433044,-1
28,26425842093,5,1.0,1.0,2,0,2,2023-03-13,Love this!!! I’m obsessed with the Gummy bear scent. This stuff is so thick and creamy. Lasts for hours.  Very hydrating. Loved it so much I bought the daytime gloss! Candy also smells amazing!!!,Love this!,lightMedium,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Love this!!! I m obsessed with the Gummy bear scent. This stuff is so thick and creamy. Lasts for hours. Very hydrating. Loved it so much I bought the daytime gloss! Candy also smells amazing!!!,194,POSITIVE,0.999835729598999,1
29,1238130325,4,1.0,,0,0,0,2023-03-12,I love this lippy…it makes my lips soft and also is helping my acne scars to fake and no idea why!!,Yumm,fairLight,brown,dry,gray,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I love this lippy it makes my lips soft and also is helping my acne scars to fake and no idea why!!,99,POSITIVE,0.9979181885719299,1
30,23439053368,1,0.0,1.0,3,0,3,2023-03-12,"dried my lips out sooooooo bad. literally were cracked, peeling, and bleeding. I stopped using it and it got better. def do not recommend buying this",,fair,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"dried my lips out sooooooo bad. literally were cracked, peeling, and bleeding. I stopped using it and it got better. def do not recommend buying this",149,NEGATIVE,0.9973908066749573,-1
31,1526593631,1,0.0,1.0,1,0,1,2023-03-12,"I used this product daily last week, and my lips hurt. I stopped using it and just used Aquaphor to heal them, and they are doing much better. I might be allergic to this product.",Allergic reaction,light,brown,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I used this product daily last week, and my lips hurt. I stopped using it and just used Aquaphor to heal them, and they are doing much better. I might be allergic to this product.",179,NEGATIVE,0.9985231757164001,-1
32,10543454053,2,0.0,0.0,1,1,0,2023-03-12,"I really loved this product and did use the whole thing, it lasted over 6 months and I thought did a decent job. The only problem is that I noticed part of my lip started to get super dry and no matter how much I used, how frequently I reapplied, exfoliated my lips, it did not get better. Nothing else in my routine changed except for adding this product in so this did cause my lips to dry out and didn’t fix it. It’s not worth the price, Vaseline works just as good and never dried my lips out.",Dried my lips out,fair,brown,oily,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I really loved this product and did use the whole thing, it lasted over 6 months and I thought did a decent job. The only problem is that I noticed part of my lip started to get super dry and no matter how much I used, how frequently I reapplied, exfoliated my lips, it did not get better. Nothing else in my routine changed except for adding this product in so this did cause my lips to dry out and didn t fix it. It s not worth the price, Vaseline works just as good and never dried my lips out.",497,NEGATIVE,0.9986013770103455,-1
33,6348297675,5,1.0,,0,0,0,2023-03-12,"This product is amazing! I use it before bed, and also throughout the day as a lip balm. It’s so smooth and feels amazing! It doesn’t have a sticky feeling at all. My lips are soft and smooth since adding this my routine. I will definitively be purchasing again.",Amazing!! Must have for night routine,fair,green,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"This product is amazing! I use it before bed, and also throughout the day as a lip balm. It s so smooth and feels amazing! It doesn t have a sticky feeling at all. My lips are soft and smooth since adding this my routine. I will definitively be purchasing again.",262,POSITIVE,0.9998205304145813,1
34,22084747922,2,0.0,0.800000011920929,5,1,4,2023-03-12,In my opinion it’s very over hyped. It’s not very moisturizing (I prefer Tarte Jelly Glaze over this and it’s also half the price) which is the whole point. It’s not horrible but it’s not good either.  Plus I’m pretty sure they test on animals so that doesn’t make me appealed to buy again.,Overhyped,fair,green,oily,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,In my opinion it s very over hyped. It s not very moisturizing I prefer Tarte Jelly Glaze over this and it s also half the price which is the whole point. It s not horrible but it s not good either. Plus I m pretty sure they test on animals so that doesn t make me appealed to buy again.,287,NEGATIVE,0.999099612236023,-1
35,2329411573,4,1.0,1.0,1,0,1,2023-03-12,I almost want to wear this all day long. It’s so tasty and so pretty when it’s on. The only reason I didn’t give it a 5 star is because it doesn’t really stay on long enough. Definitely not all night long.,Yummy and Pretty!,light,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I almost want to wear this all day long. It s so tasty and so pretty when it s on. The only reason I didn t give it a 5 star is because it doesn t really stay on long enough. Definitely not all night long.,205,POSITIVE,0.9645257592201233,1
36,43975065514,5,1.0,,0,0,0,2023-03-11,It is so moisturizing and keeps my lips super soft and hydrated.,Worth the hype,fair,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,It is so moisturizing and keeps my lips super soft and hydrated.,64,POSITIVE,0.9996280670166016,1
37,21522162621,5,1.0,1.0,1,0,1,2023-03-11,"I am super impressed with this lip mask. I use it at bedtime and wake up with soft lips! ( I struggle with cracked and peeling lips every winter ) I also use it on top of my lip liner in the morning for a plumped, soft look.",Recommend this product 100%,fair,brown,dry,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I am super impressed with this lip mask. I use it at bedtime and wake up with soft lips! I struggle with cracked and peeling lips every winter I also use it on top of my lip liner in the morning for a plumped, soft look.",220,POSITIVE,0.996812641620636,1
38,34519902636,1,0.0,1.0,2,0,2,2023-03-11,I used to like this product until I found out it has BHT in it which is HAZARDOUS. Please do your research on the ingredients and you’ll see this is horrible for you and your body especially if ingested.,HAS BHT,fairLight,blue,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I used to like this product until I found out it has BHT in it which is HAZARDOUS. Please do your research on the ingredients and you ll see this is horrible for you and your body especially if ingested.,203,NEGATIVE,0.9981598258018494,-1
39,39024516455,5,1.0,0.5,2,1,1,2023-03-11,"love this so much! I use it everyone night and it keeps my lips so hydrated because they used to always be so dry and chapped! 5 stars, 100% recommend!",must have!,mediumTan,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"love this so much! I use it everyone night and it keeps my lips so hydrated because they used to always be so dry and chapped! 5 stars, 100 recommend!",150,POSITIVE,0.9997125267982483,1
40,10664920572,5,1.0,0.5,2,1,1,2023-03-10,Obsessed with this! The first few days I wasn’t seeing ton of results but after using it consistently for a bit my lips are no longer chapped. I don’t have to reapply chapstick throughout the day. My lips also look fuller! Wasn’t excited about the price but a small amount works well.,,,brown,dry,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Obsessed with this! The first few days I wasn t seeing ton of results but after using it consistently for a bit my lips are no longer chapped. I don t have to reapply chapstick throughout the day. My lips also look fuller! Wasn t excited about the price but a small amount works well.,284,POSITIVE,0.9989506006240845,1
41,11620295138,2,0.0,,0,0,0,2023-03-10,I’ve been using for a couple months now and it seems great when you first apply however I’ve seen no improvement in the long run. Luis are still dry and peeling.,Not so sure,medium,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I ve been using for a couple months now and it seems great when you first apply however I ve seen no improvement in the long run. Luis are still dry and peeling.,161,NEGATIVE,0.9975416660308838,-1
42,6835882311,2,0.0,1.0,3,0,3,2023-03-10,I wanted to love this product so bad because of all the amazing reviews but it honestly makes my lips so disgustingly chapped. I’ve used other lip masks that this hasn’t happened with and went back to try the laniege one again and it gave me chapped lips again :(,I don't get the hype!,tan,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I wanted to love this product so bad because of all the amazing reviews but it honestly makes my lips so disgustingly chapped. I ve used other lip masks that this hasn t happened with and went back to try the laniege one again and it gave me chapped lips again,260,NEGATIVE,0.6155785918235779,-1
43,2795584162,5,1.0,1.0,1,0,1,2023-03-09,"I’ve never used this kind of product, I tend to be very minimalist. After 1 night, I was already so impressed I had it mailed to a girlfriend as a gift. as far as scents go, if you’re shopping online - all of the other ones are strong smells, it all smells like 90s chapstick. This one is milder, easier to go to sleep next to someone imho",,,brown,normal,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I ve never used this kind of product, I tend to be very minimalist. After 1 night, I was already so impressed I had it mailed to a girlfriend as a gift. as far as scents go, if you re shopping online - all of the other ones are strong smells, it all smells like 90s chapstick. This one is milder, easier to go to sleep next to someone imho",339,POSITIVE,0.5125905275344849,1
44,42025113851,2,0.0,1.0,1,0,1,2023-03-09,"Don’t waste your money. I had gotten this as a sample, and used it as the directions said, it was very hydrating but overnight my lips were still dry... it’d supposed to hydrate my lips overnight. Maybe I’m just wrong",,medium,brown,oily,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"Don t waste your money. I had gotten this as a sample, and used it as the directions said, it was very hydrating but overnight my lips were still dry... it d supposed to hydrate my lips overnight. Maybe I m just wrong",217,NEGATIVE,0.9978304505348206,-1
45,27991208736,3,1.0,0.0,1,1,0,2023-03-09,ive tried my friend’s a few times and it does good and smell nice but there are definitely dupes like the burts bee lip treatment that are much cheaper and as good,overrated/overpriced,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,ive tried my friend s a few times and it does good and smell nice but there are definitely dupes like the burts bee lip treatment that are much cheaper and as good,163,POSITIVE,0.9995662569999695,1
46,36666693723,5,1.0,,0,0,0,2023-03-09,My lips were always so dry but this product made them so soft and hydrated. I put it on at night but also during the day over a lip tint. Love it!,,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,My lips were always so dry but this product made them so soft and hydrated. I put it on at night but also during the day over a lip tint. Love it!,146,POSITIVE,0.999521017074585,1
47,43769690249,5,1.0,1.0,4,0,4,2023-03-08,"It works, makes my lips soft so I don’t need to use chapstick throughout the day. Sometimes I use it as lip-gloss instead of a night mask.",,fair,hazel,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"It works, makes my lips soft so I don t need to use chapstick throughout the day. Sometimes I use it as lip-gloss instead of a night mask.",138,POSITIVE,0.9987305998802185,1
48,2626890840,5,1.0,1.0,1,0,1,2023-03-08,Literally love all of Laneige products. The lip sleeping mask has an amazing slip and it’s just the perfect overnight mask. Not sticky at all.,You need this product!,rich,brown,oily,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Literally love all of Laneige products. The lip sleeping mask has an amazing slip and it s just the perfect overnight mask. Not sticky at all.,142,POSITIVE,0.9982805252075195,1
49,6152272933,5,1.0,1.0,2,0,2,2023-03-08,"I’ve had this lip sleeping mask for over a year now and it is the best overnight lip mask. When applied to my lips, it feels super soft and does not feel sticky. When I wake up, my lips are super soft and smooth. 10/10 get it now.",Buy it!,fair,brown,oily,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I ve had this lip sleeping mask for over a year now and it is the best overnight lip mask. When applied to my lips, it feels super soft and does not feel sticky. When I wake up, my lips are super soft and smooth. 10 10 get it now.",230,POSITIVE,0.9993870258331299,1
50,32089916031,5,1.0,0.0,1,1,0,2023-03-08,"So good. I love the smell and I bought 3 times to use this product, we can use this lip sleeping mask in half a year, it is not expensive for 0.70.",A must have for lips,lightMedium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"So good. I love the smell and I bought 3 times to use this product, we can use this lip sleeping mask in half a year, it is not expensive for 0.70.",147,POSITIVE,0.9996163845062256,1
51,10378079599,5,1.0,,0,0,0,2023-03-08,Amazing!!! My lips literally react so badly to every single lip balm or chapstick. I had a allergic reaction to jack black spf lip balm and this saved my lips!! They are super soft and moisturized (:,,tan,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Amazing!!! My lips literally react so badly to every single lip balm or chapstick. I had a allergic reaction to jack black spf lip balm and this saved my lips!! They are super soft and moisturized,196,POSITIVE,0.9896378517150879,1
52,11313472633,5,1.0,0.6666669845581055,3,1,2,2023-03-08,I use this every single night right before I go to bed and it leaves my lips super smooth in the morning!,,fair,brown,combination,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,I use this every single night right before I go to bed and it leaves my lips super smooth in the morning!,105,POSITIVE,0.9191008806228638,1
53,8154006915,5,1.0,1.0,3,0,3,2023-03-08,"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. I’ve definitely had them for over a year—they they don’t change in consistency or effectiveness.","Holy grail, lasts forever",light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. I ve definitely had them for over a year they they don t change in consistency or effectiveness.",254,NEGATIVE,0.8328085541725159,-1
54,21405828774,5,1.0,,0,0,0,2023-03-07,This product is amazing. It really does smell likes gummy bears and leaves the best moisturizing feeling for a period of time. Stays shiny like a gloss,,light,gray,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,This product is amazing. It really does smell likes gummy bears and leaves the best moisturizing feeling for a period of time. Stays shiny like a gloss,151,POSITIVE,0.9995859265327454,1
